"Source" "stat_id" "Statistic" "df1" "df2" "Value" "Reported.P.Value" "Computed" "Raw"
"6801" 349 6801 "t" "8" NA "-3,448" 0.009 0.00872044 "t(8) = -3.448, p < .009"
"6802" 349 6802 "t" "8" NA "-2,484" 0.038 0.03787477 "t(8) = -2.484, p < .038"
"6803" 349 6803 "F" "1" "17" "7,21" 0.016 0.015652689 "F(1, 17) = 7.210, p < .016"
"6804" 349 6804 "F" "1" "17" "5,414" 0.033 0.032592457 "F(1, 17) = 5.414, p < .033"
"6805" 349 6805 "t" "18" NA "6,23" 1e-04 7.06e-06 "t(18) = 6.23, p < .0001"
"6806" 349 6806 "F" "35" "1" "254,604" 1e-04 0.049615051 "F(35, 1) = 254.604, p < .0001"
"6807" 349 6807 "F" "35" "1" "12,229" 0.001 0.223405119 "F(35, 1) = 12.229, p < .001"
"6808" 349 6808 "F" "35" "1" "10,286" 0.003 0.242957935 "F(35, 1) = 10.286, p < .003"
"6809" 349 6809 "F" "35" "1" "9,26" 0.004 0.255599193 "F(35, 1) = 9.260, p < .004"
"6810" 349 6810 "F" "35" "1" "0.176" 0.667 0.977301501 "F(35, 1) = 0.176, p > .667"
"6811" 349 6811 "F" "35" "1" "10,286" 0.003 0.242957935 "F(35, 1) = 10.286, p < .003"
"6812" 349 6812 "F" "35" "1" "9,26" 0.004 0.255599193 "F(35, 1) = 9.260, p < .004"
"6813" 350 6813 "F" "1" "39" "434,55" 0.001 9.49e-23 "F(1, 39) = 434.55, p < .001"
"6814" 350 6814 "F" "1" "11" "289,96" 0.001 2.98e-09 "F(1, 11) = 289.96, p < .001"
"6815" 350 6815 "F" "1" "19" "3,07" 0.09 0.095873654 "F(1, 19) = 3.07, p = .09"
"6816" 350 6816 "F" "1" "19" "1,44" 0.24 0.244888925 "F(1, 19) = 1.44, p = .24"
"6817" 350 6817 "F" "1" "19" "53,11" 0.001 6.51e-07 "F(1, 19) = 53.11, p < .001"
"6818" 350 6818 "F" "1" "19" "97,9" 0.001 6.24e-09 "F(1, 19) = 97.90, p < .001"
"6819" 350 6819 "F" "1" "19" "61,67" 0.001 2.2e-07 "F(1, 19) = 61.67, p < .001"
"6820" 350 6820 "F" "2" "76" "7,72" 0.001 0.000886626 "F(2, 76) = 7.72, p < .001"
"6821" 350 6821 "F" "2" "76" "87,62" 0.001 1.85e-20 "F(2, 76) = 87.62, p < .001"
"6822" 350 6822 "F" "2" "76" "107,26" 0.001 7.42e-23 "F(2, 76) = 107.26, p < .001"
"6823" 350 6823 "F" "1" "19" "4,99" 0.05 0.03771126 "F(1, 19) = 4.99, p < .05"
"6824" 350 6824 "F" "1" "19" "68,92" 0.001 9.63e-08 "F(1, 19) = 68.92, p < .001"
"6825" 350 6825 "F" "1" "19" "212,63" 0.001 9.04e-12 "F(1, 19) = 212.63, p < .001"
"6826" 350 6826 "F" "1" "38" "352,21" 0.001 8.16e-21 "F(1, 38) = 352.21, p < .001"
"6827" 350 6827 "F" "1" "38" "5,65" 0.05 0.022594634 "F(1, 38) = 5.65, p < .05"
"6828" 350 6828 "F" "1" "19" "4,43" 0.05 0.048851818 "F(1, 19) = 4.43, p < .05"
"6829" 350 6829 "F" "1" "19" "2,36" 0.36 0.140968136 "F(1, 19) = 2.36, p = .36"
"6830" 350 6830 "F" "1" "19" "7,1" 0.01 0.015313725 "F(1, 19) = 7.10, p < .01"
"6831" 350 6831 "F" "1" "38" "1,78" 0.19 0.190090111 "F(1, 38) = 1.78, p = .19"
"6832" 350 6832 "F" "1" "39" "98,95" 0.001 2.97e-12 "F(1, 39) = 98.95, p < .001"
"6833" 350 6833 "Z" NA NA "-1,26" 0.21 0.207669362 " z = -1.26, p = .21"
"6834" 350 6834 "Z" NA NA "1,26" 0.21 0.207669362 " z = 1.26, p = .21"
"6835" 351 6835 "F" "3" "198" "0,87" 0.45 0.457581703 "F(3, 198) = 0.87, p = .45"
"6836" 351 6836 "F" "1" "198" "0,21" 0.65 0.647269955 "F(1, 198) = 0.21, p = .65"
"6837" 351 6837 "F" "3" "198" "1,8" 0.14 0.148459448 "F(3, 198) = 1.8, p = .14"
"6838" 351 6838 "t" "33" NA "27,9" 1e-05 1.59e-24 "t(33) = 27.9, p < .00001"
"6839" 351 6839 "F" "3" "198" "3,73" 0.012 0.012208372 "F(3, 198) = 3.73, p = .012"
"6840" 351 6840 "F" "1" "198" "0.058" 0.45 0.809934602 "F(1, 198) = .058, p = .45"
"6841" 351 6841 "F" "3" "198" "1,2" 0.29 0.310957243 "F(3, 198) = 1.2, p = .29"
"6842" 351 6842 "F" "3" "198" "20,92" 1e-05 8.15e-12 "F(3, 198) = 20.92, p < .00001"
"6843" 351 6843 "F" "1" "198" "8,15" 0.0058 0.004764687 "F(1, 198) = 8.15, p = .0058"
"6844" 351 6844 "F" "3" "198" "2" 0.11 0.115279327 "F(3, 198) = 2, p = .11"
"6845" 351 6845 "F" "1" "66" "2,7" 0.1 0.105104375 "F(1, 66) = 2.7, p = .1"
"6846" 351 6846 "F" "1" "66" "0.08" 0.77 0.778182615 "F(1, 66) = 0.08, p = .77"
"6847" 351 6847 "F" "1" "66" "0,22" 0.64 0.640585637 "F(1, 66) = 0.22, p = .64"
"6848" 351 6848 "t" "33" NA "7,9" 1e-05 4.14e-09 "t(33) = 7.9, p < .00001"
"6849" 351 6849 "t" "33" NA "3,2" 0.01 0.003033055 "t(33) = 3.2, p < .01"
"6850" 351 6850 "t" "33" NA "6,14" 1e-05 6.39e-07 "t(33) = 6.14, p < .00001"
"6851" 351 6851 "t" "33" NA "1" 0.9 0.324587127 "t(33) < 1, p = .9"
"6852" 351 6852 "t" "33" NA "10" NA 1.62e-11 "t(33) > 10, p < 1.0454"
"6853" 351 6853 "t" "33" NA "0,23" 0.82 0.81951155 "t(33) = 0.23, p = .82"
"6854" 352 6854 "t" "27" NA "20.1" 0.001 8.98e-18 "t(27) = 20.1, p < .001"
"6855" 352 6855 "t" "27" NA "16,1" 0.001 2.29e-15 "t(27) = 16.1, p < .001"
"6856" 352 6856 "t" "27" NA "2,28" 0.05 0.030725447 "t(27) = 2.28, p < .05"
"6857" 352 6857 "t" "27" NA "16,1" 0.001 2.29e-15 "t(27) = 16.1, p < .001"
"6858" 352 6858 "t" "27" NA "1,6" 0.13 0.121236237 "t(27) = 1.6, p = .13"
"6859" 352 6859 "F" "1" "26" "3,1" 0.09 0.090052115 "F(1, 26) < 3.10, p > .09"
"6860" 352 6860 "F" "1" "26" "4,72" 0.04 0.039116106 "F(1, 26) = 4.72, p = .04"
"6861" 352 6861 "F" "1" "26" "7,42" 0.01 0.011374625 "F(1, 26) = 7.42, p = .01"
"6862" 352 6862 "F" "1" "26" "6,02" 0.02 0.021160064 "F(1, 26) = 6.02, p = .02"
"6863" 352 6863 "F" "1" "26" "5,34" 0.03 0.029031685 "F(1, 26) = 5.34, p = .03"
"6864" 352 6864 "F" "1" "26" "4,89" 0.04 0.03600966 "F(1, 26) = 4.89, p = .04"
"6865" 352 6865 "F" "1" "26" "2,44" 0.13 0.130367247 "F(1, 26) < 2.44, p > .13"
"6866" 352 6866 "F" "1" "26" "3,59" 0.07 0.069301063 "F(1, 26) < 3.59, p > .07"
"6867" 352 6867 "t" "18" NA "0,8" 0.43 0.434142518 "t(18) < 0.80, p > .43"
"6868" 352 6868 "t" "18" NA "2,45" 0.03 0.024743463 "t(18) = 2.45, p = .03"
"6869" 352 6869 "t" "18" NA "1,51" 0.14 0.148398312 "t(18) < 1.51, p > .14"
"6870" 352 6870 "F" "1" "26" "5,66" 0.03 0.024983993 "F(1, 26) = 5.66, p = .03"
"6871" 352 6871 "F" "1" "26" "6,55" 0.02 0.016653173 "F(1, 26) = 6.55, p = .02"
"6872" 352 6872 "F" "1" "26" "2,74" 0.11 0.109887477 "F(1, 26) < 2.74, p > .11"
"6873" 352 6873 "F" "1" "26" "2,24" 0.14 0.146522827 "F(1, 26) < 2.24, p > .14"
"6874" 352 6874 "F" "1" "26" "3,41" 0.07 0.076215568 "F(1, 26) < 3.41, p > .07"
"6875" 352 6875 "F" "1" "26" "1,16" 0.29 0.291357794 "F(1, 26) < 1.16, p > .29"
"6876" 352 6876 "t" "18" NA "1,2" 0.24 0.245695796 "t(18) < 1.20, p > .24"
"6877" 352 6877 "t" "18" NA "1,56" 0.13 0.136168869 "t(18) < 1.56, p > .13"
"6878" 353 6878 "F" "1" "23" "29,7" 0.001 1.54e-05 "F(1, 23) = 29.70, p < .001"
"6879" 353 6879 "F" "1" "23" "15,33" 0.001 0.000693989 "F(1, 23) = 15.33, p < .001"
"6880" 353 6880 "F" "1" "23" "5,83" 0.02 0.024111028 "F(1, 23) = 5.83, p = .02"
"6881" 353 6881 "F" "1" "22" "3,89" 0.06 0.061274172 "F(1, 22) = 3.89, p = .06"
"6882" 353 6882 "F" "1" "22" "12,26" 0.002 0.002017175 "F(1, 22) = 12.26, p = .002"
"6883" 353 6883 "F" "1" "22" "12,78" 0.002 0.001690611 "F(1, 22) = 12.78, p < .002"
"6884" 354 6884 "F" "1" "36" "0.14" 0.71 0.710475877 "F(1, 36) = 0.14, p = .71"
"6885" 354 6885 "F" "1" "36" "1,58" 0.22 0.216855143 "F(1, 36) = 1.58, p = .22"
"6886" 354 6886 "F" "1" "36" "128,27" 0.001 2.02e-13 "F(1, 36) = 128.27, p < .001"
"6887" 354 6887 "F" "1" "36" "0.06" 0.81 0.807886857 "F(1, 36) = 0.06, p = .81"
"6888" 354 6888 "F" "1" "36" "27,26" 0.001 7.63e-06 "F(1, 36) = 27.26, p < .001"
"6889" 354 6889 "F" "1" "36" "3,42" 0.07 0.072635183 "F(1, 36) = 3.42, p = .07"
"6890" 354 6890 "F" "1" "36" "0,52" 0.47 0.475498939 "F(1, 36) = 0.52, p = .47"
"6891" 354 6891 "F" "1" "36" "3,54" 0.07 0.068011194 "F(1, 36) = 3.54, p = .07"
"6892" 354 6892 "F" "1" "36" "0" 0.96 1 "F(1, 36) = 0.00, p = .96"
"6893" 354 6893 "F" "1" "36" "2,51" 0.12 0.121872425 "F(1, 36) = 2.51, p = .12"
"6894" 354 6894 "F" "1" "36" "3,51" 0.07 0.069135565 "F(1, 36) = 3.51, p = .07"
"6895" 354 6895 "F" "1" "36" "2,14" 0.15 0.152178441 "F(1, 36) = 2.14, p = .15"
"6896" 354 6896 "F" "1" "36" "0,31" 0.58 0.581125271 "F(1, 36) = 0.31, p = .58"
"6897" 354 6897 "F" "1" "36" "1,44" 0.24 0.237977057 "F(1, 36) = 1.44, p = .24"
"6898" 354 6898 "F" "6" "31" "10,76" 0.001 1.84e-06 "F(6, 31) = 10.76, p < .001"
"6899" 354 6899 "F" "6" "31" "1,15" 0.36 0.357726831 "F(6, 31) = 1.15, p = .36"
"6900" 354 6900 "F" "6" "31" "0,36" 0.9 0.898464815 "F(6, 31) = 0.36, p = .90"
"6901" 354 6901 "F" "6" "31" "1,01" 0.44 0.436805903 "F(6, 31) = 1.01, p = .44"
"6902" 354 6902 "F" "6" "31" "0,97" 0.46 0.461637503 "F(6, 31) = 0.97, p = .46"
"6903" 354 6903 "F" "1" "36" "58,13" 0.001 5.07e-09 "F(1, 36) = 58.13, p < .001"
"6904" 354 6904 "F" "1" "36" "0,69" 0.41 0.411639684 "F(1, 36) = 0.69, p = .41"
"6905" 354 6905 "F" "6" "31" "2,86" 0.05 0.024637311 "F(6, 31) = 2.86, p < .05"
"6906" 354 6906 "F" "1" "36" "4,4" 0.05 0.043023092 "F(1, 36) = 4.40, p < .05"
"6907" 354 6907 "F" "1" "36" "5,03" 0.05 0.03116184 "F(1, 36) = 5.03, p < .05"
"6908" 354 6908 "F" "1" "36" "4,93" 0.05 0.032777522 "F(1, 36) = 4.93, p < .05"
"6909" 354 6909 "F" "1" "36" "0.05" 0.83 0.824327363 "F(1, 36) = .05, p = .83"
"6910" 354 6910 "F" "1" "36" "0.13" 0.72 0.72053909 "F(1, 36) = .13, p = .72"
"6911" 354 6911 "F" "5" "32" "14,2" 0.001 2.42e-07 "F(5, 32) = 14.20, p < .001"
"6912" 354 6912 "F" "1" "36" "0.02" 0.89 0.888325521 "F(1, 36) = 0.02, p = .89"
"6913" 354 6913 "F" "5" "32" "3,09" 0.007 0.021859859 "F(5, 32) = 3.09, p = .007"
"6914" 354 6914 "F" "1" "36" "4,4" 0.05 0.043023092 "F(1, 36) = 4.40, p < .05"
"6915" 354 6915 "F" "1" "36" "0.08" 0.78 0.77891743 "F(1, 36) = 0.08, p = .78"
"6916" 354 6916 "F" "1" "36" "0,31" 0.58 0.581125271 "F(1, 36) = 0.31, p = .58"
"6917" 354 6917 "t" "36" NA "1,68" 0.05 0.101616477 "t(36) = 1.68, p = .05"
"6918" 355 6918 "F" "1" "36" "11,2" 0.01 0.001924627 "F(1,36) = 11.2, p < .01"
"6919" 355 6919 "F" "3" "106" "8,19" 0.001 5.93e-05 "F(3,106) = 8.19, p < .001"
"6920" 355 6920 "F" "1" "35" "16,6" 0.001 0.00025167 "F(1,35) = 16.6, p < .001"
"6921" 355 6921 "F" "1" "35" "16,4" 0.001 0.00027033 "F(1,35) = 16.4, p < .001"
"6922" 355 6922 "F" "1" "35" "10,3" 0.01 0.002846577 "F(1,35) = 10.3, p < .01"
"6923" 355 6923 "F" "1" "36" "4,87" 0.05 0.033790698 "F(1,36) = 4.87, p < .05"
"6924" 355 6924 "F" "1" "36" "2,76" 0.11 0.105333978 "F(1,36) = 2.76, p = .11"
"6925" 355 6925 "F" "1" "36" "3,89" 0.06 0.056293951 "F(1,36) > 3.89, p = .06"
"6926" 355 6926 "F" "1" "36" "6,6" 0.05 0.014488082 "F(1,36) = 6.60, p < .05"
"6927" 356 6927 "t" "70" NA "5,06" 0.001 3.24e-06 "t(70) = 5.06, p < .001"
"6928" 356 6928 "t" "70" NA "6,46" 0.001 1.19e-08 "t(70) = 6.46, p < .001"
"6929" 356 6929 "t" "70" NA "2,09" 0.041 0.040252143 "t(70) = 2.09, p = .041"
"6930" 356 6930 "t" "70" NA "2,12" 0.038 0.03755269 "t(70) = 2.12, p = .038"
"6931" 356 6931 "t" "70" NA "19,34" 0.001 8.57e-30 "t(70) = 19.34, p < .001"
"6932" 356 6932 "t" "70" NA "15,19" 0.001 7.51e-24 "t(70) = 15.19, p < .001"
"6933" 356 6933 "t" "70" NA "16,2" 0.001 2.22e-25 "t(70) = 16.20, p < .001"
"6934" 356 6934 "t" "70" NA "17,38" 0.001 4.25e-27 "t(70) = 17.38, p < .001"
"6935" 356 6935 "t" "70" NA "5,01" 0.001 3.92e-06 "t(70) = 5.01, p < .001"
"6936" 356 6936 "t" "70" NA "1,7" 0.093 0.093570543 "t(70) = 1.70, p = .093"
"6937" 356 6937 "t" "70" NA "0,44" 0.066 0.661292701 "t(70) = 0.44, p > .066"
"6938" 357 6938 "t" "38" NA "0.189" 0.8 0.851098661 "t(38) = .189, p > .80"
"6939" 357 6939 "F" "2" "76" "22,43" 0.001 2.21e-08 "F(2,76) = 22.43, p < .001"
"6940" 357 6940 "F" "2" "76" "4,66" 0.02 0.012330603 "F(2,76) = 4.66, p < .02"
"6941" 357 6941 "F" "2" "38" "17,28" 0.001 4.6e-06 "F(2,38) = 17.28, p < .001"
"6942" 357 6942 "t" "19" NA "3,1" 0.01 0.005895121 "t(19) = 3.10, p < .01"
"6943" 357 6943 "t" "19" NA "2,1" 0.05 0.049314398 "t(19) = 2.10, p < .05"
"6944" 357 6944 "F" "2" "38" "10.09" 0.001 0.000305624 "F(2,38) = 10.09, p < .001"
"6945" 357 6945 "t" "19" NA "3,981" 0.001 0.000800178 "t(19) = 3.981, p < .001"
"6946" 357 6946 "t" "19" NA "0,646" 0.5 0.526005625 "t(19) = .646, p > .50"
"6947" 357 6947 "F" "1" "38" "120.19" 0.001 2.49e-13 "F(1,38) = 120.19, p < .001"
"6948" 357 6948 "F" "1" "38" "34,8" 0.001 7.83e-07 "F(1,38) = 34.80, p < .001"
"6949" 357 6949 "F" "1" "38" "13,43" 0.001 0.000752998 "F(1,38) = 13.43, p < .001"
"6950" 357 6950 "F" "1" "38" "6,17" 0.02 0.017518386 "F(1,38) = 6.17, p < .02"
"6951" 357 6951 "F" "1" "38" "30,35" 0.001 2.68e-06 "F(1,38) = 30.35, p < .001"
"6952" 357 6952 "F" "1" "19" "0.002" 0.9 0.964796088 "F(1,19) = 0.002, p > .90"
"6953" 357 6953 "F" "1" "19" "4,33" 0.051 0.051215633 "F(1,19) = 4.33, p = .051"
"6954" 357 6954 "F" "1" "19" "5,25" 0.04 0.03354578 "F(1,19) = 5.25, p < .04"
"6955" 357 6955 "F" "1" "19" "0.08" 0.7 0.780355865 "F(1,19) = 0.08, p > .70"
"6956" 357 6956 "F" "1" "19" "9,56" 0.01 0.006002158 "F(1,19) = 9.56, p < .01"
"6957" 357 6957 "F" "1" "19" "13,34" 0.01 0.001693863 "F(1,19) = 13.34, p < .01"
"6958" 357 6958 "F" "1" "19" "7,25" 0.02 0.01441807 "F(1,19) = 7.25, p < .02"
"6959" 358 6959 "F" "1" "80" "14,36" 0.001 0.00029121 "F(1,80) = 14.36, p < .001"
"6960" 358 6960 "F" "1" "80" "8,76" 0.004 0.004049654 "F(1,80) = 8.76, p = .004"
"6961" 358 6961 "F" "1" "80" "7,58" 0.007 0.007301324 "F(1,80) = 7.58, p < .007"
"6962" 358 6962 "F" "1" "80" "7,56" 0.007 0.007375589 "F(1,80) = 7.56, p = .007"
"6963" 358 6963 "F" "1" "77" "16,78" 1e-04 0.000102852 "F(1,77) = 16.78, p = .0001"
"6964" 358 6964 "t" "77" NA "3,33" 0.001 0.001335091 "t(77) = 3.33, p = .001"
"6965" 358 6965 "t" "77" NA "3,15" 0.001 0.002324944 "t(77) = 3.15, p = .001"
"6966" 358 6966 "t" "77" NA "3,4" 0.001 0.001070504 "t(77) = 3.40, p = .001"
"6967" 358 6967 "F" "1" "75" "3,92" 0.05 0.051383988 "F(1,75) = 3.92, p = .05"
"6968" 358 6968 "F" "1" "77" "6,66" 0.01 0.01176117 "F(1,77) = 6.66, p = .01"
"6969" 358 6969 "t" "75" NA "2,56" 0.01 0.01247926 "t(75) = 2.56, p = .01"
"6970" 358 6970 "t" "77" NA "3,04" 0.003 0.003231747 "t(77) = 3.04, p = .003"
"6971" 358 6971 "t" "75" NA "1,76" 0.08 0.082485168 "t(75) = 1.76, p = .08"
"6972" 358 6972 "t" "77" NA "2,84" 0.006 0.00576829 "t(77) = 2.84, p = .006"
"6973" 358 6973 "F" "1" "78" "12,27" 0.001 0.000765285 "F(1,78) = 12.27, p < .001"
"6974" 358 6974 "F" "1" "78" "2,94" 0.09 0.090381608 "F(1,78) = 2.94, p < .09"
"6975" 358 6975 "t" "78" NA "3,49" 0.001 0.000797794 "t(78) = 3.49, p = .001"
"6976" 358 6976 "t" "78" NA "1,34" 0.18 0.184136008 "t(78) = 1.34, p = .18"
"6977" 358 6977 "F" "1" "79" "26,47" 0.001 1.9e-06 "F(1,79) = 26.47, p < .001"
"6978" 358 6978 "F" "1" "80" "2,48" 0.119 0.119248873 "F(1,80) = 2.48, p = .119"
"6979" 358 6979 "F" "1" "80" "7,8" 0.007 0.006534078 "F(1,80) = 7.80, p = .007"
"6980" 358 6980 "t" "80" NA "2,41" 0.02 0.018247681 "t(80) = 2.41, p = .02"
"6981" 358 6981 "t" "80" NA "1,6" 0.11 0.113540616 "t(80) = 1.60, p = .11"
"6982" 359 6982 "F" "1" "30" "2,38" 0.13 0.133381397 "F(1,30) = 2.38, p = .13"
"6983" 359 6983 "F" "1" "30" "0,48" 0.49 0.493751143 "F(1,30) = 0.48, p = .49"
"6984" 359 6984 "F" "1" "30" "4,55" 0.05 0.041215608 "F(1,30) = 4.55, p < .05"
"6985" 359 6985 "F" "1" "30" "3,47" 0.07 0.072309512 "F(1,30) = 3.47, p = .07"
"6986" 359 6986 "F" "2" "60" "4,37" 0.04 0.016914208 "F(2,60) = 4.37, p < .04"
"6987" 359 6987 "F" "2" "60" "4,17" 0.04 0.020150614 "F(2,60) = 4.17, p < .04"
"6988" 359 6988 "F" "1" "17" "12,89" 0.002 0.002256073 "F(1,17) = 12.89, p < .002"
"6989" 359 6989 "F" "1" "30" "0,87" 0.36 0.358401939 "F(1,30) = 0.87, p = .36"
"6990" 359 6990 "F" "2" "60" "5,42" 0.01 0.006857739 "F(2,60) = 5.42, p < .01"
"6991" 359 6991 "F" "1" "30" "0.11" 0.74 0.742450065 "F(1,30) = 0.11, p = .74"
"6992" 359 6992 "F" "2" "60" "1,56" 0.22 0.218538423 "F(2,60) = 1.56, p < .22"
"6993" 359 6993 "F" "1" "17" "11,16" 0.004 0.003874442 "F(1,17) = 11.16, p < .004"
"6994" 360 6994 "F" "2" "104" "97,71" 0.001 1.32e-24 "F(2,104) = 97.71, p < .001"
"6995" 360 6995 "F" "4" "208" "4,34" 0.018 0.002158671 "F(4,208) = 4.34, p = .018"
"6996" 361 6996 "t" "94" NA "0,41" 0.68 0.682738865 "t(94) = .41, p = .68"
"6997" 361 6997 "t" "94" NA "0.06" 0.88 0.952283013 "t(94) = 0.06, p = .88"
"6998" 361 6998 "t" "94" NA "9,93" 0.01 2.59e-16 "t(94) = 9.93, p = .01"
"6999" 361 6999 "t" "94" NA "8,06" 1e-04 2.39e-12 "t(94) = 8.06, p = .0001"
"7000" 361 7000 "F" "1" "30" "3,02" 0.09 0.092500337 "F(1,30) = 3.02, p = .09"
"7001" 361 7001 "F" "1" "30" "2,82" 0.1 0.103483655 "F(1,30) = 2.82, p = .10"
"7002" 361 7002 "F" "1" "30" "3,92" 0.057 0.056952916 "F(1,30) = 3.92, p = .057"
"7003" 361 7003 "F" "1" "30" "5,72" 0.02 0.02324435 "F(1,30) = 5.72, p = .02"
"7004" 361 7004 "F" "1" "30" "5,14" 0.03 0.030749019 "F(1,30) = 5.14, p = .03"
"7005" 361 7005 "F" "1" "30" "4,58" 0.04 0.040597292 "F(1,30) = 4.58, p = .04"
"7006" 361 7006 "F" "1" "30" "3,99" 0.05 0.054910134 "F(1,30) = 3.99, p = .05"
"7007" 361 7007 "F" "1" "30" "3,73" 0.06 0.062939523 "F(1,30) = 3.73, p = .06"
"7008" 361 7008 "F" "1" "15" "10" 0.01 0.006442512 "F(1,15) = 10.00, p = .01"
"7009" 361 7009 "F" "1" "15" "7,09" 0.01 0.017735127 "F(1,15) = 7.09, p = .01"
"7010" 361 7010 "F" "2" "30" "3,22" 0.05 0.054093278 "F(2,30) = 3.22, p = .05"
"7011" 361 7011 "F" "1" "30" "4,25" 0.04 0.048007519 "F(1,30) = 4.25, p = .04"
"7012" 361 7012 "F" "1" "30" "2,71" 0.11 0.110158937 "F(1,30) = 2.71, p = .11"
"7013" 361 7013 "F" "1" "30" "5,37" 0.02 0.027494443 "F(1,30) = 5.37, p = .02"
"7014" 361 7014 "F" "1" "30" "5,47" 0.02 0.026199129 "F(1,30) = 5.47, p = .02"
"7015" 361 7015 "F" "1" "30" "4,32" 0.04 0.046318201 "F(1,30) = 4.32, p = .04"
"7016" 361 7016 "F" "1" "15" "5,72" 0.03 0.030315327 "F(1,15) = 5.72, p = .03"
"7017" 361 7017 "F" "1" "15" "5,09" 0.03 0.039422944 "F(1,15) = 5.09, p = .03"
"7018" 361 7018 "F" "1" "15" "3,09" 0.09 0.099157032 "F(1,15) = 3.09, p = .09"
"7019" 361 7019 "F" "1" "30" "5,13" 0.03 0.03089983 "F(1,30) = 5.13, p = .03"
"7020" 361 7020 "F" "1" "30" "4,57" 0.04 0.040802249 "F(1,30) = 4.57, p = .04"
"7021" 361 7021 "F" "1" "30" "3,73" 0.06 0.062939523 "F(1,30) = 3.73, p = .06"
"7022" 361 7022 "F" "1" "30" "3,99" 0.06 0.054910134 "F(1,30) = 3.99, p = .06"
"7023" 362 7023 "F" "1" "431" "1751,98" 0.001 6.26e-154 "F(1,431) = 1751.98, p < .001"
"7024" 362 7024 "F" "1" "431" "1931,09" 0.001 2.58e-161 "F(1,431) = 1931.09, p < .001"
"7025" 362 7025 "F" "1" "431" "482,29" 0.001 2.76e-72 "F(1,431) = 482.29, p <.001"
"7026" 362 7026 "F" "1" "346" "54,97" 0.001 9.5e-13 "F(1,346) = 54.97, p < .001"
"7027" 363 7027 "t" "24" NA "0,2" 0.05 0.843165577 "t(24) = 0.2, p > .05"
"7028" 363 7028 "t" "24" NA "1,5" 0.05 0.146655646 "t(24) = 1.5, p > .05"
"7029" 363 7029 "t" "24" NA "0,2" 0.05 0.843165577 "t(24) = 0.2, p > .05"
"7030" 364 7030 "F" "1" "88" "94,76" 0.001 1.26e-15 "F(1,88) = 94.76, p < .001"
"7031" 364 7031 "F" "1" "88" "1821,25" 0.001 1.37e-60 "F(1,88) = 1821.25, p < .001"
"7032" 364 7032 "F" "1" "88" "239,59" 0.001 7.54e-27 "F(1,88) = 239.59, p < .001"
"7033" 364 7033 "t" "88" NA "7,49" 0.001 5.04e-11 "t(88) = 7.49, p < .001"
"7034" 364 7034 "F" "1" "88" "83,44" 0.001 2.17e-14 "F(1,88) = 83.44, p < .001"
"7035" 364 7035 "F" "1" "88" "107,82" 0.001 5.88e-17 "F(1,88) = 107.82, p < .001"
"7036" 364 7036 "F" "1" "88" "178,91" 0.001 6.46e-23 "F(1,88) = 178.91, p < .001"
"7037" 364 7037 "F" "1" "88" "149,13" 0.001 1.21e-20 "F(1,88) = 149.13, p < .001"
"7038" 364 7038 "t" "88" NA "12,88" 0.001 5.9e-22 "t(88) = 12.88, p < .001"
"7039" 364 7039 "F" "1" "88" "23,04" 0.001 6.45e-06 "F(1,88) = 23.04, p < .001"
"7040" 364 7040 "F" "1" "88" "21,58" 0.001 1.18e-05 "F(1,88) = 21.58, p < .001"
"7041" 364 7041 "F" "1" "88" "48,41" 0.001 5.88e-10 "F(1,88) = 48.41, p < .001"
"7042" 364 7042 "F" "1" "88" "15,32" 0.001 0.000178531 "F(1,88) = 15.32, p < .001"
"7043" 364 7043 "F" "1" "88" "2" 0.16 0.160827517 "F(1,88) = 2.00, p = .16"
"7044" 364 7044 "r" "87" NA "0,28" 0.05 0.007870965 "r(87) = .28, p < .05"
"7045" 364 7045 "r" "87" NA "0,24" 0.05 0.023490201 "r(87) = .24, p < .05"
"7046" 364 7046 "r" "86" NA "0,21" 0.046 0.049557455 "r(86) = .21, p = .046"
"7047" 365 7047 "F" "2" "38" "87,2" 1e-04 6.31e-15 "F(2,38) = 87.2, p < .0001"
"7048" 365 7048 "F" "4" "76" "4,5" 0.005 0.002569862 "F(4,76) = 4.5, p < .005"
"7049" 365 7049 "F" "2" "38" "5,6" 0.01 0.007388417 "F(2,38) = 5.6, p < .01"
"7050" 365 7050 "F" "2" "38" "15,6" 0.001 1.13e-05 "F(2,38) = 15.6, p < .001"
"7051" 365 7051 "F" "4" "68" "4,8" 0.02 0.001804919 "F(4,68) = 4.8, p < .02"
"7052" 365 7052 "F" "1" "17" "16,7" 0.001 0.000768741 "F(1,17) = 16.7, p < .001"
"7053" 365 7053 "F" "1" "17" "14" 0.002 0.001624079 "F(1,17) = 14.0, p < .002"
"7054" 365 7054 "F" "4" "68" "3,7" 0.02 0.008752636 "F(4,68) = 3.7, p < .02"
"7055" 365 7055 "F" "8" "136" "2,1" 0.05 0.039813695 "F(8,136) = 2.1, p = .05"
"7056" 365 7056 "F" "2" "34" "4,5" 0.03 0.018457711 "F(2,34) = 4.5, p < .03"
"7057" 365 7057 "F" "9" "153" "7,9" 0.001 1.55e-09 "F(9,153) = 7.9, p < .001"
"7058" 365 7058 "F" "36" "612" "3,3" 0.01 1.18e-09 "F(36,612) = 3.3, p < .01"
"7059" 365 7059 "F" "2" "34" "9,11" 0.005 0.00067907 "F(2,34) = 9.11, p < .005"
